Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Embarked_nan,Fare,Age,Pclass,FamilySize
0.0,1.0,0.0,0.0,1.0,0.0,26.25,0.9162708798428792,2.0,2.0
1.0,0.0,0.0,0.0,1.0,0.0,7.8542,-0.25482473201211503,3.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,26.0,-0.3926006863479967,2.0,1.0
0.0,1.0,0.0,0.0,1.0,0.0,14.0,1.6740386286902287,2.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,164.8667,0.08961515382758917,1.0,2.0
1.0,0.0,1.0,0.0,0.0,0.0,134.5,0.7096069483390568,1.0,2.0
0.0,1.0,0.0,0.0,1.0,0.0,7.25,-0.5303766406838785,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,7.8958,-0.1859367548441742,3.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,12.35,0.020727176659648322,2.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,29.0,-0.5303766406838785,2.0,2.0
0.0,1.0,0.0,0.0,1.0,0.0,69.55,,3.0,10.0
1.0,0.0,1.0,0.0,0.0,0.0,135.6333,0.43405503966729336,1.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,6.2375,2.1562544688658143,3.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,13.0,0.43405503966729336,2.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,20.525,0.08961515382758917,3.0,2.0
1.0,0.0,1.0,0.0,0.0,0.0,57.9792,-0.9437045036915235,1.0,1.0
1.0,0.0,0.0,1.0,0.0,0.0,23.25,,3.0,2.0
0.0,1.0,0.0,0.0,1.0,0.0,28.5,1.0884908227627315,1.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,153.4625,0.571830994003175,1.0,1.0
0.0,1.0,0.0,0.0,1.0,0.0,18.0,-0.9437045036915235,3.0,2.0
1.0,0.0,0.0,0.0,1.0,0.0,133.65,,1.0,1.0
0.0,1.0,0.0,0.0,1.0,0.0,7.8958,,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,66.6,-0.04816080050829252,1.0,1.0
1.0,0.0,1.0,0.0,0.0,0.0,134.5,0.7784949255069976,1.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,8.05,1.054046834178761,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,35.5,1.054046834178761,1.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,26.0,-1.9081361840426954,2.0,2.0
1.0,0.0,0.0,0.0,1.0,0.0,263.0,-0.3926006863479967,1.0,5.0
0.0,1.0,0.0,0.0,1.0,0.0,13.0,-0.11704877767623337,2.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,13.0,-0.3237127091800559,2.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,13.0,0.43405503966729336,2.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,13.0,-0.3926006863479967,2.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,13.0,0.7096069483390568,2.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,16.1,,3.0,1.0
0.0,1.0,0.0,0.0,1.0,0.0,15.9,-1.8392482068747544,3.0,2.0
0.0,1.0,0.0,0.0,1.0,0.0,8.6625,0.8473829026749384,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,9.225,-0.4614886635159376,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,35.0,,1.0,0.0
0.0,1.0,1.0,0.0,0.0,0.0,7.2292,-1.0125924808594644,3.0,2.0
0.0,1.0,0.0,0.0,1.0,0.0,17.8,-0.3237127091800559,3.0,1.0
0.0,1.0,1.0,0.0,0.0,0.0,7.225,,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,9.5,-0.11704877767623337,3.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,55.0,-0.5303766406838785,1.0,1.0
1.0,0.0,0.0,0.0,1.0,0.0,13.0,0.571830994003175,2.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,7.8792,,3.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,7.8792,,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,27.9,0.7096069483390568,3.0,5.0
0.0,1.0,1.0,0.0,0.0,0.0,27.7208,-0.04816080050829252,2.0,1.0
1.0,0.0,1.0,0.0,0.0,0.0,14.4542,1.054046834178761,3.0,1.0
0.0,1.0,0.0,0.0,1.0,0.0,7.05,0.36516706249935255,3.0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,15.5,,3.0,1.0
0.0,1.0,0.0,0.0,1.0,0.0,7.25,0.020727176659648322,3.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0,75.25,2.087366491697874,1.0,1.0
1.0,0.0,1.0,0.0,0.0,0.0,7.2292,,3.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,7.75,,3.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0,69.3,-0.3926006863479967,1.0,0.0
0.0,1.0,1.0,0.0,0.0,0.0,55.4417,-0.3237127091800559,1.0,1.0
0.0,1.0,0.0,0.0,1.0,0.0,6.4958,-0.8059285493556418,3.0,1.0
0.0,1.0,0.0,0.0,1.0,0.0,8.05,-0.7370405721877009,3.0,0.0
0.0,1.0,1.0,0.0,0.0,0.0,135.6333,-0.5303766406838785,1.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,21.075,-1.8392482068747544,3.0,4.0
1.0,0.0,1.0,0.0,0.0,0.0,82.1708,,1.0,1.0
1.0,0.0,0.0,0.0,1.0,0.0,7.25,-0.5303766406838785,3.0,0.0
0.0,1.0,1.0,0.0,0.0,0.0,211.5,-0.1859367548441742,1.0,2.0
0.0,1.0,1.0,0.0,0.0,0.0,4.0125,-0.6681525950197601,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,7.775,-0.7370405721877009,3.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0,227.525,0.8473829026749384,1.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0,15.7417,-1.977024161210636,3.0,2.0
0.0,1.0,0.0,0.0,1.0,0.0,7.925,0.15850313099553,3.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,52.0,0.36516706249935255,1.0,1.0
0.0,1.0,0.0,0.0,1.0,0.0,7.8958,,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,73.5,-0.8059285493556418,2.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,46.9,-1.977024161210636,3.0,7.0
1.0,0.0,0.0,0.0,1.0,0.0,13.0,0.43405503966729336,2.0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,7.7292,,3.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0,12.0,-0.8748165265235827,2.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,120.0,0.43405503966729336,1.0,3.0
0.0,1.0,0.0,0.0,1.0,0.0,7.7958,-0.5992646178518193,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,7.925,-0.11704877767623337,3.0,2.0
1.0,0.0,1.0,0.0,0.0,0.0,113.275,-0.4614886635159376,1.0,1.0
1.0,0.0,0.0,0.0,1.0,0.0,16.7,-0.3926006863479967,3.0,2.0
0.0,1.0,0.0,0.0,1.0,0.0,7.7958,-0.5303766406838785,3.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,7.8542,0.08961515382758917,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,26.0,1.122934811346702,2.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,10.5,-0.4614886635159376,2.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,12.65,-0.11704877767623337,2.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,7.925,0.6407189711711159,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,8.05,-0.25482473201211503,3.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,9.825,-0.5992646178518193,3.0,1.0
0.0,1.0,0.0,0.0,1.0,0.0,15.85,-0.11704877767623337,3.0,1.0
1.0,0.0,0.0,0.0,1.0,0.0,8.6625,-0.6681525950197601,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,21.0,0.2962790853314117,2.0,1.0
0.0,1.0,0.0,0.0,1.0,0.0,7.75,1.4673746971864061,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,18.75,-1.8392482068747544,2.0,2.0
0.0,1.0,0.0,0.0,1.0,0.0,7.775,-0.5992646178518193,3.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,25.4667,,3.0,4.0
0.0,1.0,0.0,0.0,1.0,0.0,7.8958,,3.0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,6.8583,,3.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,90.0,0.22739110816347086,1.0,1.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,,2.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,7.925,0.9851588570108202,3.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,8.05,,3.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,32.5,0.2962790853314117,2.0,2.0
1.0,0.0,0.0,0.0,1.0,0.0,13.0,-0.8059285493556418,2.0,2.0
0.0,1.0,0.0,0.0,1.0,0.0,13.0,0.020727176659648322,2.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,24.15,-1.3570323666991686,3.0,2.0
0.0,1.0,1.0,0.0,0.0,0.0,7.8958,,3.0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,7.7333,-0.5992646178518193,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,7.875,-0.04816080050829252,3.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,14.4,-0.11704877767623337,3.0,2.0
0.0,1.0,0.0,0.0,1.0,0.0,20.2125,-0.8059285493556418,3.0,2.0
0.0,1.0,0.0,0.0,1.0,0.0,7.25,,3.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,26.0,-0.11704877767623337,2.0,1.0
1.0,0.0,0.0,0.0,1.0,0.0,26.0,-0.7370405721877009,2.0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,7.75,,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,8.05,0.15850313099553,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,26.55,-0.11704877767623337,1.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,16.1,,3.0,1.0
1.0,0.0,0.0,0.0,1.0,0.0,26.0,0.8473829026749384,2.0,1.0
0.0,1.0,0.0,0.0,1.0,0.0,7.125,-0.8748165265235827,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,55.9,1.3984867200184652,1.0,1.0
1.0,0.0,0.0,0.0,1.0,0.0,120.0,-1.0814804580274051,1.0,3.0
1.0,0.0,0.0,0.0,1.0,0.0,34.375,-0.5992646178518193,3.0,4.0
1.0,0.0,0.0,0.0,1.0,0.0,18.75,-0.3926006863479967,2.0,5.0
0.0,1.0,0.0,0.0,1.0,0.0,263.0,2.362918400369637,1.0,5.0
0.0,1.0,0.0,0.0,1.0,0.0,10.5,0.08961515382758917,2.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,26.25,1.054046834178761,2.0,2.0
0.0,1.0,0.0,0.0,1.0,0.0,9.5,-0.6681525950197601,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,7.775,-0.3237127091800559,3.0,1.0
1.0,0.0,0.0,0.0,1.0,0.0,13.0,-0.11704877767623337,2.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,8.1125,,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,81.8583,-1.7703602297068137,1.0,2.0
1.0,0.0,0.0,0.0,1.0,0.0,19.5,-1.150368435195346,2.0,1.0
0.0,1.0,0.0,0.0,1.0,0.0,26.55,0.2962790853314117,1.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0,19.2583,-1.7014722525388728,3.0,3.0
0.0,1.0,0.0,0.0,1.0,0.0,30.5,1.5362626743543468,1.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,27.75,0.43405503966729336,2.0,3.0
0.0,1.0,0.0,0.0,1.0,0.0,19.9667,,3.0,1.0
0.0,1.0,1.0,0.0,0.0,0.0,27.75,0.020727176659648322,1.0,0.0
0.0,1.0,1.0,0.0,0.0,0.0,89.1042,1.3295987428505243,1.0,1.0
0.0,1.0,0.0,0.0,1.0,0.0,8.05,,3.0,0.0
0.0,1.0,1.0,0.0,0.0,0.0,7.8958,-0.04816080050829252,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,26.55,2.431806377537578,1.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,51.8625,,1.0,1.0
1.0,0.0,0.0,0.0,1.0,0.0,10.5,1.3984867200184652,2.0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,7.75,,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,26.55,1.2607107656825836,1.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,8.05,0.2962790853314117,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,38.5,1.1918227885146426,1.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,13.0,1.2607107656825836,2.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,8.05,,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,7.05,0.571830994003175,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,,2.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,26.55,1.8118145830261103,1.0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,7.725,,3.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0,19.2583,-1.9942461555026214,3.0,3.0
0.0,1.0,0.0,0.0,1.0,0.0,7.25,,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,8.6625,0.571830994003175,3.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,27.75,0.22739110816347086,2.0,3.0
1.0,0.0,1.0,0.0,0.0,0.0,13.7917,-0.4614886635159376,2.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,9.8375,-0.5303766406838785,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,52.0,,1.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,21.0,0.2962790853314117,2.0,1.0
0.0,1.0,0.0,0.0,1.0,0.0,7.0458,-0.04816080050829252,3.0,1.0
0.0,1.0,0.0,0.0,1.0,0.0,7.5208,-0.5303766406838785,3.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,12.2875,-1.9081361840426954,3.0,1.0
0.0,1.0,0.0,0.0,1.0,0.0,46.9,-1.4259203438671093,3.0,7.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,,2.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,8.05,1.3984867200184652,3.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,9.5875,2.294030423201696,3.0,0.0
0.0,1.0,1.0,0.0,0.0,0.0,91.0792,-0.3237127091800559,1.0,1.0
1.0,0.0,0.0,0.0,1.0,0.0,25.4667,,3.0,4.0
1.0,0.0,0.0,0.0,1.0,0.0,90.0,0.36516706249935255,1.0,1.0
0.0,1.0,1.0,0.0,0.0,0.0,29.7,1.949590537361992,1.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,8.05,0.020727176659648322,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,15.9,-1.4259203438671093,3.0,2.0
0.0,1.0,0.0,0.0,1.0,0.0,19.9667,,3.0,1.0
0.0,1.0,0.0,0.0,1.0,0.0,7.25,-0.5992646178518193,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,30.5,1.7429266058581694,1.0,0.0
0.0,1.0,1.0,0.0,0.0,0.0,49.5042,2.845134240545223,1.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,8.05,-0.5992646178518193,3.0,0.0
0.0,1.0,1.0,0.0,0.0,0.0,14.4583,,3.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0,78.2667,1.6740386286902287,1.0,1.0
0.0,1.0,0.0,0.0,1.0,0.0,15.1,,3.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,151.55,-0.3237127091800559,1.0,3.0
0.0,1.0,0.0,0.0,1.0,0.0,7.7958,-0.3926006863479967,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,8.6625,-0.8748165265235827,3.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,7.75,-0.5992646178518193,3.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,7.6292,,3.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,9.5875,0.5029430168352342,3.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,86.5,-0.9437045036915235,1.0,0.0
0.0,1.0,1.0,0.0,0.0,0.0,108.9,-0.8059285493556418,1.0,1.0
1.0,0.0,0.0,0.0,1.0,0.0,26.0,0.22739110816347086,2.0,2.0
0.0,1.0,0.0,0.0,1.0,0.0,26.55,,1.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,22.525,-0.11704877767623337,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,56.4958,-0.25482473201211503,3.0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,7.75,-0.04816080050829252,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,8.05,,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,26.2875,0.43405503966729336,1.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0,59.4,1.6740386286902287,1.0,1.0
0.0,1.0,0.0,0.0,1.0,0.0,7.4958,-0.3926006863479967,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,34.0208,1.1918227885146426,1.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,10.5,0.2962790853314117,2.0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,24.15,,3.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,26.0,0.43405503966729336,2.0,1.0
0.0,1.0,0.0,0.0,1.0,0.0,7.8958,0.15850313099553,3.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,93.5,0.020727176659648322,1.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,7.8958,-0.5303766406838785,3.0,0.0
0.0,1.0,1.0,0.0,0.0,0.0,7.225,,3.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0,57.9792,0.9851588570108202,1.0,1.0
0.0,1.0,1.0,0.0,0.0,0.0,7.2292,,3.0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,7.75,0.7440509369230272,3.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,10.5,1.3984867200184652,2.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,221.7792,,1.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,7.925,0.6407189711711159,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,11.5,-0.4614886635159376,2.0,3.0
1.0,0.0,0.0,0.0,1.0,0.0,26.0,-1.9081361840426954,2.0,2.0
0.0,1.0,1.0,0.0,0.0,0.0,7.2292,,3.0,0.0
0.0,1.0,1.0,0.0,0.0,0.0,7.2292,-0.8748165265235827,3.0,2.0
1.0,0.0,1.0,0.0,0.0,0.0,22.3583,,3.0,2.0
1.0,0.0,0.0,0.0,1.0,0.0,8.6625,0.020727176659648322,3.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,26.25,-1.5636962982029912,2.0,2.0
0.0,1.0,0.0,0.0,1.0,0.0,26.55,1.054046834178761,1.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0,106.425,0.020727176659648322,1.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,14.5,,3.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0,49.5,-0.5303766406838785,1.0,2.0
1.0,0.0,0.0,0.0,1.0,0.0,71.0,0.43405503966729336,1.0,2.0
1.0,0.0,0.0,0.0,1.0,0.0,31.275,-1.4259203438671093,3.0,6.0
1.0,0.0,0.0,0.0,1.0,0.0,31.275,-1.2881443895312277,3.0,6.0
0.0,1.0,0.0,0.0,1.0,0.0,26.0,0.15850313099553,2.0,1.0
0.0,1.0,1.0,0.0,0.0,0.0,106.425,1.3984867200184652,1.0,1.0
0.0,1.0,0.0,0.0,1.0,0.0,26.0,2.362918400369637,1.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,26.0,-0.7370405721877009,2.0,1.0
0.0,1.0,1.0,0.0,0.0,0.0,13.8625,,2.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,20.525,0.22739110816347086,3.0,2.0
0.0,1.0,0.0,0.0,1.0,0.0,36.75,-1.4948083210350502,2.0,2.0
0.0,1.0,1.0,0.0,0.0,0.0,110.8833,-0.8748165265235827,1.0,2.0
0.0,1.0,0.0,0.0,1.0,0.0,26.0,-0.1859367548441742,2.0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,7.8292,,3.0,0.0
0.0,1.0,1.0,0.0,0.0,0.0,7.225,-0.5303766406838785,3.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,7.775,-0.5303766406838785,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,26.55,2.225142446033755,1.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0,39.6,1.2607107656825836,1.0,1.0
0.0,1.0,1.0,0.0,0.0,0.0,227.525,,1.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,79.65,0.6407189711711159,1.0,2.0
1.0,0.0,0.0,0.0,1.0,0.0,17.4,0.43405503966729336,3.0,1.0
0.0,1.0,0.0,1.0,0.0,0.0,7.75,,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,7.8958,0.7096069483390568,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,13.5,-0.11704877767623337,2.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,8.05,,3.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,8.05,,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,24.15,-0.3926006863479967,3.0,2.0
0.0,1.0,0.0,0.0,1.0,0.0,7.8958,-0.7370405721877009,3.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,21.075,-0.04816080050829252,3.0,4.0
0.0,1.0,1.0,0.0,0.0,0.0,7.2292,,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,7.8542,0.15850313099553,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,10.5,2.225142446033755,2.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,51.4792,1.6051506515222878,1.0,2.0
0.0,1.0,0.0,0.0,1.0,0.0,26.3875,0.43405503966729336,1.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,7.75,,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,8.05,-0.9437045036915235,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,14.5,-0.7370405721877009,3.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,13.0,0.2962790853314117,2.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,55.9,0.6407189711711159,1.0,1.0
1.0,0.0,1.0,0.0,0.0,0.0,14.4583,,3.0,1.0
0.0,1.0,0.0,0.0,1.0,0.0,7.925,0.15850313099553,3.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,30.0,-0.3237127091800559,2.0,2.0
1.0,0.0,1.0,0.0,0.0,0.0,110.8833,0.6407189711711159,1.0,2.0
0.0,1.0,0.0,0.0,1.0,0.0,26.0,1.6740386286902287,2.0,0.0
0.0,1.0,1.0,0.0,0.0,0.0,40.125,0.43405503966729336,1.0,0.0
0.0,1.0,1.0,0.0,0.0,0.0,8.7125,,3.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,79.65,-0.8059285493556418,1.0,2.0
0.0,1.0,0.0,0.0,1.0,0.0,15.0,1.1918227885146426,2.0,0.0
0.0,1.0,1.0,0.0,0.0,0.0,79.2,2.087366491697874,1.0,2.0
0.0,1.0,0.0,0.0,1.0,0.0,8.05,-0.5303766406838785,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,8.05,,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,7.125,0.36516706249935255,3.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0,78.2667,1.5362626743543468,1.0,1.0
0.0,1.0,0.0,0.0,1.0,0.0,7.25,1.1918227885146426,3.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,7.75,,3.0,2.0
0.0,1.0,0.0,0.0,1.0,0.0,26.0,0.5029430168352342,2.0,1.0
0.0,1.0,0.0,0.0,1.0,0.0,24.15,0.43405503966729336,3.0,2.0
1.0,0.0,0.0,0.0,1.0,0.0,33.0,,2.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.3295987428505243,3.0,0.0
0.0,1.0,1.0,0.0,0.0,0.0,7.225,,3.0,0.0
0.0,1.0,1.0,0.0,0.0,0.0,56.9292,1.3295987428505243,1.0,1.0
1.0,0.0,0.0,0.0,1.0,0.0,27.0,-0.3926006863479967,2.0,3.0
0.0,1.0,0.0,0.0,1.0,0.0,7.8958,,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,42.4,,1.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,8.05,0.9851588570108202,3.0,0.0
0.0,1.0,1.0,0.0,0.0,0.0,26.55,0.36516706249935255,1.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,15.55,0.43405503966729336,3.0,1.0
0.0,1.0,0.0,0.0,1.0,0.0,7.8958,0.020727176659648322,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,30.5,-0.1859367548441742,1.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0,41.5792,-0.5303766406838785,2.0,3.0
1.0,0.0,0.0,0.0,1.0,0.0,153.4625,0.7096069483390568,1.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,31.275,0.6407189711711159,3.0,6.0
0.0,1.0,0.0,0.0,1.0,0.0,7.05,,3.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,15.5,,3.0,1.0
0.0,1.0,0.0,1.0,0.0,0.0,7.75,,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,8.05,0.36516706249935255,3.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,65.0,-0.3926006863479967,2.0,3.0
0.0,1.0,0.0,0.0,1.0,0.0,14.4,0.2962790853314117,3.0,2.0
1.0,0.0,0.0,0.0,1.0,0.0,16.1,-0.25482473201211503,3.0,1.0
1.0,0.0,0.0,0.0,1.0,0.0,39.0,-1.7703602297068137,2.0,3.0
0.0,1.0,0.0,0.0,1.0,0.0,10.5,-0.25482473201211503,2.0,0.0
0.0,1.0,1.0,0.0,0.0,0.0,14.4542,-0.1859367548441742,3.0,1.0
0.0,1.0,0.0,0.0,1.0,0.0,52.5542,0.8473829026749384,1.0,1.0
0.0,1.0,1.0,0.0,0.0,0.0,15.7417,-0.6681525950197601,3.0,2.0
0.0,1.0,0.0,0.0,1.0,0.0,7.8542,-0.5992646178518193,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,16.1,-0.5992646178518193,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,32.3208,2.1562544688658143,1.0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,12.35,1.880702560194051,2.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,77.9583,-0.5992646178518193,1.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,7.8958,-0.25482473201211503,3.0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,7.7333,,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,30.0,3.4651260350566906,1.0,0.0
